,,Run 1 values,,,Run 2 values,,,Run 3 values,,,Cumulative pTau results,,,,Cumulative total Tau results,,,,Cumulative pTau/total Tau results,,,
Well Contents,Average Cell Count,pTau,pTau2,pTau3,Total Tau,Total Tau2,Total Tau3,ptau/total Tau,ptau/total Tau2,ptau/total tau3,Average pTau,St Dev,pvalue,Z score,Average Total Tau,St Dev2,pvalue2,Z score3,Average pTau/total Tau,St Dev3,pvalue3,Z score2
PAK4 s1,120,0.78896,0.84234,0.85381,0.6832,0.82097,0.88125,1.15481,1.02603,0.96886,0.82837,0.03461,0.01328,-1.27071,0.79514,0.10152,0.07301,-0.77957,1.0499,0.09524,0.45996,-0.86905
PAK4 s2,206,0.95391,1.11358,0.83173,0.94388,0.73015,1.17474,1.01063,1.52514,0.70801,0.96641,0.14134,0.72052,-1.48303,0.94959,0.22235,0.73247,0.44333,1.08126,0.41312,0.7658,-1.33538
PAK7 s1,245,0.86481,0.8261,1.04861,0.80468,1.11341,0.77425,1.07473,0.74196,1.35436,0.91318,0.11888,0.3333,-1.24657,0.89745,0.18765,0.44375,0.03045,1.05702,0.30658,0.77792,-1.11516
PAK7 s2,270,0.86987,0.82559,0.72742,0.78589,1.12672,1.03784,1.10686,0.73274,0.70089,0.80762,0.07291,0.04469,-1.81733,0.98348,0.17679,0.88632,0.71166,0.84683,0.22575,0.36089,-2.00034
PANK1 s1,344,1.19345,1.82874,1.298,0.99835,0.72637,0.78689,1.19542,2.51765,1.64953,1.44007,0.34064,0.15468,0.29665,0.8372,0.1428,0.18701,-0.44652,1.78753,0.67183,0.17944,1.0681
PANK1 s2,222,1.05444,1.35089,1.29925,1.14284,1.45357,1.05068,0.92265,0.92936,1.23657,1.23486,0.15836,0.12399,-0.41754,1.2157,0.21109,0.21878,2.55025,1.02953,0.17934,0.80232,-1.62778
PANK2 s1,428,1.21641,0.77924,1.69715,0.87311,0.89577,0.94225,1.39319,0.86991,1.80116,1.23093,0.45913,0.47551,0.62579,0.90371,0.03525,0.04188,0.08006,1.35475,0.46682,0.3187,0.25322
PANK2 s2,365,1.14447,0.90198,1.14777,0.84526,1.03728,0.80565,1.35399,0.86957,1.42464,1.06474,0.14096,0.50974,-1.14008,0.89606,0.12389,0.28336,0.01949,1.21607,0.30215,0.34114,-0.84045
PANK3 s1,421,1.14443,1.15011,2.51084,0.94263,0.72489,1.27546,1.21408,1.5866,1.96858,1.6018,0.78726,0.31656,0.47004,0.98099,0.27728,0.91635,0.69196,1.58975,0.37726,0.11362,0.10253
PANK3 s2,343,1.04988,0.9541,1.56824,1.08616,0.91341,0.97295,0.9666,1.04456,1.61184,1.19074,0.33041,0.42269,-0.4599,0.99084,0.08775,0.87319,0.76991,1.20766,0.35219,0.41454,-0.85153
PANK4 s1,362,1.21136,1.41073,1.0984,0.94939,0.51524,0.6602,1.27593,2.738,1.66373,1.24016,0.15815,0.11923,-0.03115,0.70828,0.22103,0.14958,-1.4673,1.89255,0.75742,0.17803,1.87533
PANK4 s2,436,1.16621,0.78627,1.38026,1.00147,1.00544,0.90492,1.16449,0.78201,1.52529,1.11091,0.30083,0.58847,-1.04586,0.97061,0.05693,0.4656,0.60976,1.15726,0.37169,0.53991,-1.17085
PASK s1,412,1.1979,0.97046,1.35471,1.03692,0.93971,0.92251,1.15525,1.03273,1.4685,1.17436,0.1932,0.25846,-0.25698,0.96638,0.06169,0.44482,0.57623,1.21883,0.22473,0.23374,-0.71011
PASK s2,297,1.12583,1.20425,1.08714,0.96964,1.01779,0.75217,1.16109,1.18319,1.44535,1.13907,0.05966,0.05623,-0.82987,0.9132,0.14152,0.3994,0.15518,1.26321,0.15813,0.10219,-0.72479
PBK s1,90,1.30139,1.47531,1.01043,1.31837,1.11226,0.91211,0.98712,1.32641,1.1078,1.26238,0.23488,0.19268,-0.24862,1.11424,0.20314,0.43275,1.74699,1.14044,0.17199,0.29285,-1.20836
PBK s2,330,0.78516,1.54441,0.89781,0.74517,0.96856,1.10216,1.05367,1.59455,0.81459,1.0758,0.40973,0.77904,-0.50574,0.93863,0.18037,0.61534,0.35652,1.15427,0.39959,0.57254,-0.82883
PCTK1 s1,407,0.66548,0.62853,1.03361,0.77345,0.85754,1.06218,0.86041,0.73294,0.97311,0.77587,0.22397,0.22519,-1.56443,0.89772,0.1485,0.35522,0.03263,0.85549,0.12016,0.17265,-1.67763
PCTK1 s2,446,1.15921,0.66266,1.11022,0.96866,0.77893,0.89497,1.19672,0.85073,1.2405,0.97736,0.27364,0.8992,-0.95064,0.88085,0.09565,0.16365,-0.10092,1.09599,0.21352,0.51769,-0.99986
PCTK2 s1,405,1.05577,0.87999,1.04776,0.97755,1.03412,0.96368,1.08001,0.85095,1.08725,0.99451,0.09925,0.93239,-0.38713,0.99179,0.03732,0.73969,0.7774,1.00607,0.13439,0.94473,-0.98966
PCTK2 s2,466,1.27365,0.79778,0.84014,0.94701,0.95235,0.90035,1.34492,0.83769,0.93312,0.97052,0.26337,0.86419,-1.40507,0.93324,0.0286,0.05609,0.31385,1.03858,0.26956,0.82736,-1.49677
PCTK3 s1,357,0.86532,0.65843,0.81396,1.06729,0.82362,0.95128,0.81076,0.79944,0.85565,0.77924,0.10773,0.07102,-1.46733,0.9474,0.12188,0.53268,0.42594,0.82195,0.02973,0.00916,-1.752
PCTK3 s2,415,1.312,0.66702,0.85474,0.94346,0.49648,0.96923,1.39062,1.3435,0.88188,0.94459,0.33174,0.79957,-1.22335,0.80306,0.26581,0.328,-0.7169,1.20533,0.28111,0.33326,-0.61417
PDGFRA s1,196,0.95095,1.38688,0.98699,1.07933,1.32149,1.14135,0.88105,1.04948,0.86476,1.10827,0.24195,0.51939,-0.08177,1.18072,0.12579,0.13059,2.27333,0.93176,0.10227,0.36725,-1.55656
PDGFRA s2,14,1.40425,1.22617,1.23828,1.44099,1.08014,1.22432,0.9745,1.13519,1.0114,1.28957,0.0995,0.03718,0.98506,1.24848,0.18163,0.14131,2.80984,1.04037,0.08417,0.49353,-0.97227
PDGFRB s1,231,0.88046,1.10711,0.89669,0.88837,0.87565,1.23109,0.9911,1.26433,0.72837,0.96142,0.12643,0.64993,-0.86682,0.99837,0.20164,0.99009,0.82953,0.9946,0.268,0.97533,-1.3024
PDGFRB s2,287,1.06753,0.94148,0.74948,0.96699,1.0273,1.05809,1.10397,0.91646,0.70833,0.9195,0.16016,0.47577,-1.20054,1.01746,0.04634,0.58098,0.98068,0.90959,0.19791,0.51173,-1.72176
PDIK1L s1,259,0.85289,0.64254,0.68323,0.72473,1.03468,0.68608,1.17683,0.62101,0.99585,0.72622,0.11157,0.05115,-1.93538,0.81516,0.19108,0.23584,-0.62104,0.93123,0.28349,0.7152,-1.4605
PDIK1L s2,46,0.99504,1.2088,0.65704,0.65199,0.9187,0.94931,1.52616,1.31577,0.69212,0.95363,0.2782,0.79998,-0.67849,0.84,0.16354,0.23225,-0.42437,1.17802,0.43375,0.55089,-0.37546
PDK1 s1,387,0.88579,1.17628,1.17054,0.85726,0.87849,0.76061,1.03328,1.33898,1.53894,1.07754,0.16608,0.50363,-0.61712,0.83212,0.06283,0.04366,-0.48677,1.30373,0.25466,0.17484,-0.24408
PDK1 s2,466,1.16902,0.66743,1.15754,0.95865,0.79477,0.90619,1.21945,0.83978,1.27737,0.998,0.28634,0.99144,-1.25657,0.88654,0.08368,0.14334,-0.05593,1.1122,0.2377,0.4995,-1.19798
PDK2 s1,361,0.92431,1.3753,0.91059,0.89005,0.70062,0.62588,1.0385,1.96298,1.4549,1.07007,0.26443,0.69131,-1.05151,0.73885,0.13617,0.07992,-1.22526,1.48546,0.463,0.21101,0.19949
PDK2 s2,369,0.96045,1.02181,1.41525,0.85293,1.10708,0.96248,1.12605,0.92298,1.47042,1.1325,0.24678,0.45056,-0.79213,0.97416,0.12747,0.75908,0.63788,1.17315,0.27674,0.39176,-1.01159
PDK3 s1,392,0.91297,0.9182,1.71908,0.81164,0.81351,0.78836,1.12485,1.12869,2.18059,1.18342,0.46391,0.56418,-0.22777,0.8045,0.01401,0.00171,-0.70546,1.47804,0.60843,0.30661,0.30793
PDK3 s2,324,1.2667,0.79584,1.73923,1.05875,0.8974,0.87757,1.19642,0.88683,1.98187,1.26726,0.4717,0.42989,0.80255,0.94457,0.09937,0.43592,0.40358,1.35504,0.56449,0.38975,0.24291
PDK4 s1,398,0.7797,0.90419,1.50532,0.77535,0.69402,1.03819,1.0056,1.30282,1.44994,1.06307,0.38802,0.80477,-0.33543,0.83586,0.17988,0.25478,-0.45719,1.25279,0.22635,0.19274,-0.23098
PDK4 s2,403,1.12903,0.58533,1.50831,1.03031,0.62895,0.96724,1.09582,0.93065,1.55939,1.07422,0.46393,0.80771,-0.77806,0.8755,0.21584,0.423,-0.14331,1.19529,0.32596,0.40841,-0.79806
PDPK1 s1,391,1.2891,1.27313,1.1042,1.21711,0.81709,0.83646,1.05915,1.55813,1.3201,1.22215,0.10245,0.06416,-0.10845,0.95689,0.22557,0.77207,0.50107,1.31246,0.24957,0.16239,-0.41951
PDPK1 s2,428,1.15184,0.9128,1.13432,0.94614,1.06079,0.87003,1.21741,0.86049,1.30378,1.06632,0.13324,0.47947,-0.76951,0.95899,0.09603,0.53649,0.5177,1.12723,0.235,0.44738,-1.02474
PDXK s1,206,0.97455,1.37786,0.76271,0.95018,0.81229,0.75688,1.02565,1.69627,1.00771,1.03838,0.3125,0.85127,-0.1722,0.83978,0.09954,0.10818,-0.4261,1.24321,0.39246,0.39544,-0.04127
PDXK s2,104,1.00858,0.96215,0.70308,1.09926,0.6794,1.01268,0.91751,1.41617,0.69428,0.89127,0.16462,0.3711,-1.35418,0.93045,0.22168,0.6413,0.29175,1.00932,0.3696,0.96913,-1.30773
PFKFB2 s1,401,0.9945,1.04657,1.25682,0.88325,0.82235,0.68976,1.12595,1.27266,1.82211,1.0993,0.13888,0.34122,-0.62554,0.79845,0.09893,0.07178,-0.75335,1.40691,0.36698,0.19477,0.07049
PFKFB2 s2,426,1.0328,1.20213,1.50923,0.79209,0.78376,1.2847,1.30389,1.53379,1.17478,1.24805,0.24152,0.21722,0.44949,0.95352,0.28684,0.80532,0.47439,1.33749,0.18185,0.08467,-0.04076
PFKFB3 s1,456,1.04566,1.1042,1.08925,0.7978,0.87342,0.70556,1.31067,1.26423,1.5438,1.0797,0.03042,0.04528,-0.93663,0.79226,0.08407,0.05049,-0.80237,1.3729,0.14982,0.04982,-0.1928
STK19 s1,347,1.42591,1.22205,1.35502,0.78595,0.57808,0.5974,1.81425,2.11396,2.2682,1.33432,0.10349,0.03049,-0.17746,0.65381,0.11484,0.03478,-1.89858,2.06547,0.23082,0.01529,2.07748
PFKM s1,389,1.21267,0.98752,1.42944,0.87458,0.91358,0.7844,1.38657,1.08094,1.82232,1.20988,0.22097,0.24169,0.21072,0.85752,0.06625,0.06512,-0.28566,1.42994,0.37259,0.18369,0.32539
ITPK1 s2,399,1.2637,1.46138,1.24742,0.90359,1.02374,0.8623,1.39852,1.42749,1.44662,1.32417,0.11911,0.04217,0.29171,0.92988,0.08387,0.28457,0.28725,1.42421,0.02422,0.00108,-0.01692
PFTK1 s1,404,0.9632,0.95174,0.83366,0.91397,0.92457,0.93565,1.05387,1.02938,0.89099,0.9162,0.07171,0.18025,-1.32414,0.92473,0.01084,0.00685,0.24647,0.99141,0.08782,0.88111,-1.48888
PFTK1 s2,365,0.83319,0.92976,0.90001,0.72243,0.74968,0.95495,1.15331,1.24022,0.94247,0.88765,0.04946,0.05895,-1.1905,0.80902,0.12711,0.12136,-0.66969,1.112,0.15311,0.33272,-0.77227
PGK1 s1,408,0.88597,1.15159,0.93835,0.85006,1.06278,0.711,1.04225,1.08356,1.31976,0.99197,0.14069,0.93028,-1.21237,0.87462,0.17717,0.34503,-0.15031,1.14852,0.14973,0.22791,-1.01794
PGK1 s2,454,0.97025,1.19026,1.32597,0.73496,0.95993,0.91609,1.32014,1.23995,1.44742,1.16216,0.17952,0.25814,-0.34138,0.87033,0.11926,0.20036,-0.18427,1.33584,0.10462,0.03086,-0.27725
PHKA1 s1,464,1.32679,1.65972,1.03821,1.03559,0.93304,0.60455,1.2812,1.77883,1.71731,1.34157,0.31102,0.19749,-0.15035,0.85773,0.22517,0.388,-0.28403,1.59245,0.2713,0.06333,0.40347
PHKA1 s2,351,0.76252,1.23982,0.9547,0.73892,0.96716,0.55148,1.03193,1.28192,1.73116,0.98568,0.24016,0.92717,-0.71744,0.75252,0.20817,0.1757,-1.11701,1.34834,0.35431,0.23071,0.18535
PHKA2 s1,375,1.11317,0.92259,1.48433,0.93368,0.82791,0.95554,1.19223,1.11436,1.55339,1.17336,0.28567,0.40347,-0.14918,0.90571,0.06826,0.13914,0.09589,1.28666,0.23426,0.16817,-0.35121
PHKA2 s2,372,0.94478,1.12191,0.80329,1.01115,0.87337,0.66068,0.93436,1.28459,1.21586,0.95666,0.15964,0.6845,-1.07389,0.8484,0.17657,0.27535,-0.35789,1.14493,0.18557,0.30877,-0.81114
PHKB s1,485,1.07644,1.11424,1.59603,0.94339,0.71314,1.1853,1.14104,1.56244,1.34652,1.26224,0.28969,0.25744,0.58755,0.94727,0.2361,0.73618,0.42498,1.35,0.21072,0.10257,0.0738
PHKB s2,398,1.10157,1.07155,1.48474,0.95927,0.85989,1.18704,1.14834,1.24615,1.25079,1.21929,0.23038,0.24099,-0.31214,1.00207,0.16772,0.9849,0.85882,1.21509,0.05786,0.02328,-0.82153
PHKG1 s1,446,0.81301,0.76504,0.92907,0.84535,0.64404,0.9239,0.96175,1.18787,1.00559,0.83571,0.08434,0.07773,-1.50367,0.80443,0.14435,0.14351,-0.70601,1.05174,0.11991,0.53281,-1.05009
PHKG1 s2,337,0.84153,0.77588,0.67398,0.88333,0.65752,0.72231,0.95268,1.18,0.93309,0.7638,0.08443,0.04005,-1.64743,0.75439,0.11627,0.06726,-1.10222,1.02192,0.13725,0.80801,-1.02156
PHKG2 s1,428,1.0309,0.70118,1.34092,0.92233,0.92273,0.69422,1.1177,0.75989,1.93156,1.02433,0.31992,0.90725,-0.54236,0.84643,0.13182,0.18109,-0.37349,1.26972,0.60044,0.51798,-0.16124
PHKG2 s2,355,0.88889,0.77334,0.92713,0.89359,0.91967,0.85837,0.99474,0.84089,1.08011,0.86312,0.08007,0.09764,-1.43428,0.89054,0.03076,0.02533,-0.02422,0.97191,0.12123,0.72703,-1.43585
PI4K2B s1,425,1.3187,1.09646,1.65007,0.86425,0.68234,0.75211,1.52583,1.6069,2.19393,1.35508,0.27859,0.15797,0.33044,0.76623,0.09177,0.04773,-1.00845,1.77556,0.36459,0.06641,1.21458
PI4K2B s2,344,1.29642,0.77241,1.5858,1.17942,0.73234,1.01267,1.0992,1.05472,1.56596,1.21821,0.4123,0.45607,0.24001,0.97481,0.22593,0.8647,0.64298,1.23996,0.2832,0.27992,-0.46921
PI4KII s1,436,1.12003,1.33863,1.14212,1.06237,1.03118,0.59124,1.05427,1.29815,1.93173,1.20026,0.12034,0.10224,-0.08162,0.89493,0.26347,0.56113,0.01055,1.42805,0.45292,0.24329,0.16853
PI4KII s2,441,0.76784,1.02797,1.13783,0.80398,1.01258,0.77447,0.95505,1.0152,1.46917,0.97788,0.19001,0.85884,-1.49331,0.86368,0.1298,0.2105,-0.23693,1.14647,0.28108,0.46201,-1.07849
PIK3AP1 s1,440,1.33778,1.26641,0.77481,0.81691,1.27312,0.59779,1.63761,0.99473,1.29612,1.12633,0.30651,0.54936,-0.00151,0.89594,0.34453,0.65306,0.01853,1.30949,0.32165,0.23753,0.00555
PIK3AP1 s2,417,1.01142,0.97881,1.30601,0.86928,1.22635,0.80757,1.16352,0.79815,1.61721,1.09875,0.18023,0.44279,-0.84038,0.96773,0.22609,0.82782,0.58697,1.19296,0.41032,0.50091,-0.89737
PIK3C2A s1,119,0.92433,1.15524,1.64832,0.91962,0.64468,0.70786,1.00511,1.79197,2.32859,1.24263,0.36982,0.37363,0.24451,0.75739,0.14401,0.10012,-1.07848,1.70856,0.66567,0.20655,1.37781
PIK3C2A s2,331,1.01934,1.33753,1.02058,0.82799,1.55085,0.71909,1.2311,0.86245,1.41926,1.12582,0.18335,0.35661,0.13323,1.03264,0.45207,0.9119,1.1009,1.17094,0.28324,0.4056,-0.45826
PIK3C2B s1,129,1.17222,1.67016,1.63409,1.06209,1.16896,0.71268,1.10369,1.42876,2.2929,1.49216,0.27766,0.09173,0.59677,0.98124,0.23864,0.90418,0.69393,1.60845,0.61463,0.22855,0.46371
PIK3C2B s2,332,1.02665,1.44879,1.37619,0.78986,1.47221,0.59226,1.29978,0.9841,2.32364,1.28388,0.2257,0.16124,0.75612,0.95144,0.46169,0.87224,0.45797,1.53584,0.70028,0.31619,0.88692
PIK3C2G s1,306,0.96855,1.61035,1.4884,0.71274,0.66388,0.62927,1.35892,2.42565,2.36527,1.35577,0.34084,0.21235,1.28196,0.66863,0.04193,0.0053,-1.78124,2.04995,0.59921,0.09358,3.13737
PIK3C2G s2,226,0.98881,1.16476,1.40298,0.85977,0.9095,0.61976,1.15008,1.28066,2.26373,1.18552,0.20786,0.26217,0.18555,0.79635,0.15493,0.15054,-0.77002,1.56482,0.60878,0.2493,0.98299
PIK3C3 s1,351,0.86536,0.95937,1.53212,0.72691,0.71185,0.73285,1.19046,1.34771,2.09064,1.11895,0.36089,0.62567,-0.35583,0.72387,0.01082,0.00051,-1.34385,1.54293,0.4808,0.18964,0.75461
PIK3C3 s2,282,0.85781,1.01117,1.55522,0.72564,0.90603,0.52962,1.18214,1.11604,2.9365,1.1414,0.36649,0.57276,0.1994,0.72043,0.18826,0.12372,-1.37109,1.74489,1.03249,0.33786,1.88509
PIK3CA s1,221,0.92715,1.49174,1.46708,0.80091,0.66306,0.56535,1.15761,2.24979,2.595,1.29532,0.31909,0.25011,1.0975,0.67644,0.11835,0.04182,-1.71939,2.0008,0.75035,0.14712,2.99231
PIK3CA s2,291,1.0427,0.81534,1.68803,0.76575,0.91872,0.57851,1.36168,0.88747,2.91788,1.18202,0.45272,0.55823,-0.03818,0.75433,0.17039,0.12984,-1.10273,1.72235,1.06217,0.36001,1.47175
PIK3CB s1,254,0.8218,1.27955,1.39268,0.86993,0.67164,0.7181,0.94468,1.90511,1.9394,1.16468,0.30228,0.44498,-0.50456,0.75322,0.10371,0.05413,-1.11145,1.5964,0.56467,0.20884,0.65935
PIK3CB s2,240,0.95196,0.78863,1.6891,0.84473,0.96957,0.63362,1.12694,0.81338,2.66577,1.14323,0.47974,0.65658,-1.03,0.81598,0.16981,0.20132,-0.6146,1.53536,0.99144,0.44838,0.16557
PIK3CD s1,41,0.8351,1.01011,1.56086,0.64021,0.54762,0.67668,1.30441,1.84453,2.30665,1.13536,0.37875,0.59903,-0.92088,0.6215,0.06653,0.01014,-2.15436,1.81853,0.50162,0.10571,1.26584
PIK3CD s2,292,1.12426,0.76146,1.71127,0.88989,0.82904,0.64051,1.26336,0.91848,2.67173,1.199,0.4793,0.54674,-0.58904,0.78648,0.13002,0.10458,-0.84812,1.61786,0.92883,0.36838,0.54883
PIK3CG s1,128,0.67383,0.86322,1.74493,0.75951,0.58628,0.86881,0.8872,1.47237,2.00841,1.09399,0.57162,0.80258,-0.9238,0.7382,0.14247,0.08615,-1.23043,1.456,0.56079,0.29435,0.11343
PIK3CG s2,198,0.92341,0.6698,1.40131,0.9134,0.76285,0.80195,1.01096,0.87801,1.74738,0.99817,0.37144,0.99397,-1.17523,0.82607,0.07812,0.06114,-0.53469,1.21212,0.46829,0.51489,-0.72467
PIK3R1 s1,105,0.58227,1.18759,1.31139,0.58704,0.65319,0.80972,0.99186,1.81814,1.61956,1.02708,0.39016,0.91529,-0.58231,0.68332,0.11435,0.04082,-1.66494,1.47652,0.43131,0.19579,0.66007
PIK3R1 s2,309,0.87268,0.87372,1.39121,0.74696,0.85153,0.62556,1.1683,1.02606,2.22396,1.04587,0.29907,0.81537,-0.58286,0.74135,0.11309,0.05822,-1.20545,1.47277,0.65442,0.33735,0.58033
PIK3R2 s1,77,0.6621,0.93451,1.21595,0.67601,0.72779,0.77102,0.97942,1.28403,1.57705,0.93752,0.27694,0.73365,-0.91123,0.72494,0.04757,0.00982,-1.33538,1.28017,0.29884,0.24589,-0.07048
PIK3R2 s2,327,0.89614,0.84366,1.50056,0.7541,0.76846,0.51806,1.18837,1.09785,2.89647,1.08012,0.36506,0.74041,-0.55302,0.68021,0.1406,0.05881,-1.68957,1.72757,1.01332,0.33964,1.50783
PIK3R3 s1,103,0.89458,1.29696,1.38589,0.99489,0.78079,0.57559,0.89918,1.66109,2.40777,1.19248,0.26179,0.33084,-0.71156,0.78375,0.20966,0.21595,-0.86972,1.65602,0.75431,0.27095,0.62406
PIK3R3 s2,74,0.70108,1.12009,1.37451,0.65794,0.90564,0.76597,1.06556,1.2368,1.79448,1.06523,0.34005,0.77129,-0.18022,0.77652,0.12418,0.08935,-0.92702,1.36561,0.38115,0.23851,0.33873
PIK3R4 s1,274,0.9275,1.13858,1.0529,0.8594,0.8332,0.8849,1.07925,1.36652,1.18985,1.03966,0.10616,0.58393,-0.68721,0.85916,0.02585,0.01104,-0.27265,1.21187,0.14489,0.12689,-0.58263
PIK3R4 s2,342,0.98408,1.39967,0.80133,0.84755,0.64909,0.99563,1.1611,2.15638,0.80485,1.0617,0.30663,0.76073,-0.36264,0.83075,0.17388,0.23386,-0.4976,1.37411,0.70049,0.4526,0.25889
PIK4CB s1,438,0.91434,1.10861,1.78814,0.87192,0.82868,0.75777,1.04865,1.33781,2.35973,1.27036,0.45881,0.41479,-0.54499,0.81945,0.05763,0.03232,-0.58706,1.58206,0.68882,0.28086,0.35921
PIK4CB s2,385,0.73662,1.04884,1.28662,0.99712,0.841,0.89865,0.73874,1.24714,1.43173,1.02402,0.27584,0.89393,-1.15214,0.91226,0.07895,0.19409,0.14771,1.1392,0.35888,0.5709,-1.10667
CKB s2,223,1.54734,1.38894,1.67528,1.19557,0.90776,1.09026,1.29423,1.53007,1.53659,1.53719,0.14344,0.02295,1.32937,1.06453,0.14562,0.52299,1.35336,1.45363,0.13808,0.02952,0.06494
PIM1 s2,379,0.951,1.27323,0.92939,0.98498,0.78709,0.84889,0.9655,1.61764,1.09483,1.05121,0.19258,0.69035,-0.4657,0.87365,0.10124,0.1632,-0.15792,1.22599,0.34529,0.37455,-0.39114
PIM2 s1,375,1.28793,1.01646,1.12158,0.91372,0.93773,0.65616,1.40954,1.08396,1.70931,1.14199,0.13688,0.21423,-1.44859,0.83587,0.1561,0.21017,-0.45708,1.40094,0.31276,0.15656,-0.41323
PIM2 s2,447,1.14106,0.92293,0.94597,0.81765,0.95227,0.76836,1.39553,0.96919,1.23116,1.00332,0.11984,0.9661,-0.7673,0.84609,0.09519,0.10737,-0.37616,1.19863,0.21502,0.25073,-0.52629
PINK1 s1,159,0.88476,0.76526,0.93966,0.78735,1.06211,0.76837,1.12372,0.72051,1.22292,0.86323,0.08917,0.11727,-1.55415,0.87261,0.16439,0.3116,-0.16619,1.02238,0.26609,0.89751,-1.29827
PINK1 s2,341,0.67865,0.6182,0.39613,0.71703,0.89665,1.35937,0.94647,0.68946,0.29141,0.56433,0.14877,0.03674,-2.63479,0.99102,0.3314,0.96683,0.77134,0.64244,0.33005,0.20142,-2.55012
PIP5K1A s1,432,1.06022,1.10386,0.88851,0.88097,0.84684,0.8516,1.20347,1.30351,1.04335,1.01753,0.11384,0.81466,-0.79985,0.8598,0.01849,0.00575,-0.2676,1.18344,0.13123,0.13651,-0.69617
PIP5K1A s2,383,1.0325,1.08451,0.958,0.87247,0.77578,0.73156,1.18343,1.39797,1.30953,1.02501,0.06359,0.56609,-0.23376,0.79327,0.07206,0.0382,-0.79438,1.29697,0.10782,0.04124,0.17683
PIP5K1B s1,372,1.02703,0.84523,1.11512,0.88823,1.04723,0.88043,1.15627,0.80711,1.26656,0.99579,0.13763,0.9626,-0.47102,0.93863,0.09413,0.37601,0.35652,1.07665,0.23985,0.63553,-0.79179
PIP5K1B s2,352,0.84098,0.99372,1.54843,0.83917,0.91795,0.75981,1.00216,1.08255,2.03791,1.12771,0.37227,0.61264,-0.77944,0.83897,0.07907,0.07182,-0.4325,1.37421,0.57619,0.3775,-0.22925
PIP5K1C s1,418,0.80942,0.63061,1.02105,0.78727,0.79392,0.87484,1.02814,0.7943,1.16712,0.82036,0.19545,0.25239,-1.48735,0.81868,0.04875,0.02326,-0.59322,0.99652,0.18841,0.97738,-1.22674
PIP5K1C s2,441,1.01853,0.66618,0.96996,0.90203,0.56734,0.91424,1.12916,1.17423,1.06095,0.88489,0.19096,0.40606,-1.50192,0.79453,0.19685,0.21237,-0.78437,1.12145,0.05703,0.06628,-0.94636
PIP5K2A s1,387,1.18011,1.02362,0.84686,0.98533,0.96954,0.86192,1.19767,1.05578,0.98252,1.01686,0.16673,0.87709,-0.95548,0.93893,0.06716,0.25594,0.35892,1.07866,0.10939,0.33909,-1.17444
PIP5K2A s2,430,1.03168,1.01248,0.78425,0.89306,1.08164,0.93429,1.15522,0.93605,0.83941,0.9428,0.13764,0.54643,-1.19434,0.96966,0.09914,0.64909,0.60225,0.9769,0.16182,0.82774,-1.56198
PIP5K2B s1,354,1.1025,0.77173,0.75576,0.84366,0.80323,0.63464,1.30681,0.96078,1.19085,0.87666,0.19574,0.38906,-1.41434,0.76051,0.11086,0.06459,-1.05377,1.15281,0.17612,0.27176,-0.70178
PIP5K2B s2,444,1.00037,0.912,0.92691,0.82678,0.92325,0.71481,1.20996,0.98782,1.29674,0.94643,0.04731,0.18885,-1.29615,0.82161,0.10432,0.09759,-0.56998,1.16484,0.15932,0.21501,-0.80301
PIP5K2C s1,420,1.26868,1.4171,0.60961,0.93258,0.88778,0.67841,1.3604,1.59623,0.89859,1.09846,0.42981,0.72986,-0.70161,0.83292,0.13568,0.16656,-0.48042,1.28507,0.35487,0.29867,-0.48775
PIP5K2C s2,346,1.18153,1.0703,1.2326,0.86319,1.18613,0.77589,1.3688,0.90235,1.58862,1.16148,0.08299,0.07789,-0.08185,0.94174,0.21611,0.68645,0.38113,1.28659,0.35045,0.29234,-0.28407
PIP5K3 s1,315,1.64625,1.31318,0.8468,0.74755,0.69264,0.62402,2.2022,1.89591,1.35702,1.26874,0.40157,0.36609,0.02937,0.68807,0.06189,0.01287,-1.62733,1.81837,0.42789,0.0803,1.50343
PIP5K3 s2,272,1.5255,1.05922,1.3362,0.84321,0.85766,0.74674,1.80915,1.235,1.78937,1.30697,0.23451,0.15153,0.06495,0.81587,0.0603,0.03394,-0.61541,1.61117,0.32593,0.08314,0.58584
PKE s1,347,1.36919,1.82779,1.47417,0.83442,0.62479,0.61299,1.64089,2.92544,2.40487,1.55705,0.24027,0.05678,2.20529,0.69074,0.12457,0.05006,-1.60621,2.32373,0.64611,0.07105,4.14155
PKE s2,299,1.15273,1.08822,1.32066,0.90702,0.71147,0.73366,1.2709,1.52954,1.80009,1.1872,0.11999,0.114,0.0404,0.78405,0.10707,0.07308,-0.86736,1.53351,0.26462,0.07312,0.72723
PKIA s1,437,1.04525,1.2459,1.19194,0.7743,1.10104,0.72859,1.34992,1.13157,1.63595,1.16103,0.10383,0.11514,-0.29964,0.86798,0.20313,0.3772,-0.20286,1.37248,0.25295,0.12544,-0.06858
PKIA s2,406,1.21211,0.89752,1.38625,0.91665,0.84926,0.80356,1.32232,1.05683,1.72513,1.16529,0.2477,0.36718,-0.16696,0.85649,0.05689,0.0486,-0.29382,1.36809,0.33649,0.19862,-0.00215
PKIB s1,475,1.3177,1.44874,1.40444,0.93118,1.3864,0.64868,1.41509,1.04497,2.16506,1.39029,0.06666,0.00958,-1.34142,0.98875,0.37221,0.96302,0.75339,1.5417,0.57068,0.24188,-0.48412
